label,timestamp,duration,pkg,dram,socket
k_nearest2,1642424249.815718,15535.101,656981.0,14221.0,0
k_nearest2,1642424249.832277,15265.17,627318.0,11840.0,0
k_nearest2,1642424249.8485394,15694.589,676817.0,12817.0,0
k_nearest2,1642424249.8652675,15356.167,674375.0,13794.0,0
k_nearest2,1642424249.8816693,15473.388,663450.0,12757.0,0
k_nearest2,1642424249.8981965,15742.811,619078.0,12329.0,0
k_nearest2,1642424249.9149747,15493.736,638059.0,13305.0,0
k_nearest2,1642424249.931471,15617.813,730100.0,15869.0,0
k_nearest2,1642424249.9482393,15499.184,650999.0,12817.0,0
k_nearest2,1642424249.9647589,15335.213,674803.0,12573.0,0
k_nearest2,1642424249.981108,15724.753,596679.0,11536.0,0
k_nearest2,1642424249.997868,15762.608,616697.0,12268.0,0
k_nearest2,1642424250.014679,15728.215,628417.0,12451.0,0
k_nearest2,1642424250.0314293,15972.912,611449.0,12513.0,0
k_nearest2,1642424250.0484295,15935.262,672483.0,14404.0,0
k_nearest2,1642424250.0653942,15524.884,767393.0,16663.0,0
k_nearest2,1642424250.082004,15327.543,658812.0,12757.0,0
k_nearest2,1642424250.098352,15430.329,623533.0,11719.0,0
k_nearest2,1642424250.11477,15623.636,620787.0,12268.0,0
k_nearest2,1642424250.131412,15890.556,611388.0,12390.0,0
k_nearest2,1642424250.1483579,15916.78,612914.0,12512.0,0
k_nearest2,1642424250.165346,16150.364,583128.0,12329.0,0
k_nearest2,1642424250.1825316,15473.839,679625.0,14282.0,0
k_nearest2,1642424250.1990187,15462.984,694761.0,14710.0,0
k_nearest2,1642424250.2154884,15671.29,668638.0,13000.0,0
k_nearest2,1642424250.2322352,15497.07,689817.0,13489.0,0
k_nearest2,1642424250.2487361,15098.725,713072.0,12329.0,0
k_nearest2,1642424250.26483,15280.967,764524.0,14038.0,0
k_nearest2,1642424250.2811544,15548.056,643736.0,11902.0,0
k_nearest2,1642424250.2977521,15797.016,651488.0,12268.0,0
k_nearest2,1642424250.3145256,16178.214,640379.0,14770.0,0
k_nearest2,1642424250.3317297,14925.789,721678.0,12695.0,0
k_nearest2,1642424250.347655,15360.186,734678.0,12634.0,0
k_nearest2,1642424250.364017,15588.003,620604.0,11657.0,0
k_nearest2,1642424250.3806322,15828.263,654356.0,13000.0,0
k_nearest2,1642424250.397519,15490.222,672667.0,12695.0,0
k_nearest2,1642424250.4140334,15669.846,583129.0,11475.0,0
k_nearest2,1642424250.430724,15586.655,655638.0,14160.0,0
k_nearest2,1642424250.447407,16165.473,587401.0,15320.0,0
k_nearest2,1642424250.4645889,15378.607,717100.0,13610.0,0
k_nearest2,1642424250.481031,16463.748,788756.0,19409.0,0
k_nearest2,1642424250.498592,16399.51,588560.0,13428.0,0
k_nearest2,1642424250.5160735,16502.333,535216.0,12329.0,0
k_nearest2,1642424250.5336847,16493.557,585997.0,14282.0,0
k_nearest2,1642424250.5512974,16460.738,537291.0,12574.0,0
k_nearest2,1642424250.5688457,16884.663,601561.0,19348.0,0
k_nearest2,1642424250.5868547,15592.839,614501.0,15686.0,0
k_nearest2,1642424250.6034331,14675.989,549071.0,11963.0,0
k_nearest2,1642424250.6190956,15478.701,450683.0,11535.0,0
