label,timestamp,duration,pkg,dram,socket
k_nearest2,1642424292.3595648,14858.96,703428.0,13488.0,0
k_nearest2,1642424292.375417,14616.785,712340.0,11658.0,0
k_nearest2,1642424292.391036,15304.966,615416.0,11597.0,0
k_nearest2,1642424292.4073758,15782.652,613585.0,12512.0,0
k_nearest2,1642424292.424177,15803.603,623168.0,12635.0,0
k_nearest2,1642424292.4410503,15947.805,622679.0,14344.0,0
k_nearest2,1642424292.4581118,15647.515,578734.0,13062.0,0
k_nearest2,1642424292.4747972,15154.603,718504.0,14527.0,0
k_nearest2,1642424292.4910054,15135.735,670225.0,14161.0,0
k_nearest2,1642424292.507285,15281.758,663451.0,12024.0,0
k_nearest2,1642424292.5235932,14700.974,714537.0,12023.0,0
k_nearest2,1642424292.5392423,18746.84,1378781.0,33752.0,0
k_nearest2,1642424292.5591872,25682.216,1688473.0,51758.0,0
k_nearest2,1642424292.5860045,17094.971,584471.0,14343.0,0
k_nearest2,1642424292.60421,16357.201,576231.0,13000.0,0
k_nearest2,1642424292.6216621,16252.334,593078.0,14648.0,0
k_nearest2,1642424292.638997,17906.247,744993.0,20507.0,0
k_nearest2,1642424292.6579916,16252.444,575743.0,13245.0,0
k_nearest2,1642424292.6753514,15869.59,575744.0,12451.0,0
k_nearest2,1642424292.6922743,16147.671,573118.0,12268.0,0
k_nearest2,1642424292.7095008,16204.814,577880.0,13000.0,0
k_nearest2,1642424292.7268052,16173.733,605223.0,13977.0,0
k_nearest2,1642424292.7440522,15990.344,684080.0,15076.0,0
k_nearest2,1642424292.761095,15277.208,687864.0,14404.0,0
k_nearest2,1642424292.7774463,15119.496,722472.0,14527.0,0
k_nearest2,1642424292.7936568,15262.711,724791.0,15992.0,0
k_nearest2,1642424292.8099117,14815.717,720091.0,12207.0,0
k_nearest2,1642424292.825702,14746.43,720640.0,11475.0,0
k_nearest2,1642424292.841414,14531.554,724546.0,11414.0,0
k_nearest2,1642424292.8569288,14611.581,696715.0,10926.0,0
k_nearest2,1642424292.8725111,14830.912,667845.0,12024.0,0
k_nearest2,1642424292.888336,14851.408,665282.0,11718.0,0
k_nearest2,1642424292.9041588,15337.688,638975.0,13611.0,0
k_nearest2,1642424292.920476,15338.137,659788.0,15625.0,0
k_nearest2,1642424292.936828,15137.847,697935.0,13733.0,0
k_nearest2,1642424292.953045,14918.81,692564.0,13244.0,0
k_nearest2,1642424292.9689558,15213.505,632811.0,11779.0,0
k_nearest2,1642424292.985177,15087.526,633787.0,11597.0,0
k_nearest2,1642424293.0012722,15218.456,630980.0,11902.0,0
k_nearest2,1642424293.017491,15332.365,644774.0,12696.0,0
k_nearest2,1642424293.0338233,15416.942,659544.0,14160.0,0
k_nearest2,1642424293.0502627,15448.183,632383.0,15076.0,0
k_nearest2,1642424293.06673,15247.564,681578.0,13061.0,0
k_nearest2,1642424293.0829785,15205.742,650877.0,11840.0,0
k_nearest2,1642424293.0991826,15336.803,628050.0,11719.0,0
k_nearest2,1642424293.1155148,15168.479,631773.0,11719.0,0
k_nearest2,1642424293.1316772,15203.016,689390.0,13123.0,0
k_nearest2,1642424293.1479013,15039.306,682555.0,13062.0,0
k_nearest2,1642424293.1640005,15355.96,624754.0,13428.0,0
