Accuracy,k_value
0.7283236994219653,2
0.6820809248554913,3
0.6791907514450867,4
0.6994219653179191,5
0.638728323699422,7
0.7138728323699421,9
0.7052023121387283,11
0.7109826589595376,13
0.7023121387283237,15
0.6965317919075145,18
0.6791907514450867,21
0.684971098265896,24
0.6878612716763006,27
0.708092485549133,30
