Accuracy,k_value
0.661849710982659,2
0.7109826589595376,3
0.6676300578034682,4
0.6791907514450867,5
0.5578034682080925,7
0.6705202312138728,9
0.47398843930635837,11
0.7283236994219653,13
0.653179190751445,15
0.5144508670520231,18
0.653179190751445,21
0.6560693641618497,24
0.7023121387283237,27
0.5953757225433526,30
