Accuracy,k_value
0.8053928610896232,2
0.8063874461266438,3
0.8052823516410653,4
0.8037352193612554,5
0.8067189744723173,7
0.7998673886617306,9
0.8018565587357719,11
0.8028511437727925,13
0.806276936678086,15
0.8041772571554868,18
0.8038457288098132,21
0.8020775776328876,24
0.8029616532213504,27
0.7979887280362471,30
