Accuracy,k_value
0.7797115862754849,2
0.7397646278799934,3
0.7795458312613956,4
0.6074921266368307,5
0.7672799602187966,7
0.727167246809216,9
0.748881153654898,11
0.7551798441902867,13
0.7561743742748218,15
0.7584949444720703,18
0.7440742582463119,21
0.7765622410077905,24
0.7477208685562738,27
0.7263384717387701,30
