Accuracy,k_value
0.9797687861271677,2
0.9884393063583815,3
0.9826589595375722,4
0.9653179190751445,5
0.9855491329479769,7
0.9826589595375722,9
0.9855491329479769,11
0.9884393063583815,13
0.9739884393063584,15
0.9826589595375722,18
0.9913294797687862,21
0.976878612716763,24
0.9739884393063584,27
0.9884393063583815,30
