Accuracy,k_value
0.777059506050058,2
0.7719211006132936,3
0.7684402453174208,4
0.7704293054864909,5
0.7720868556273828,7
0.7737444057682745,9
0.7664511851483508,11
0.7792143212332173,13
0.7722526106414719,15
0.7737444057682745,18
0.7697662854301343,21
0.7694347754019559,24
0.7727498756837394,27
0.7740759157964529,30
