Accuracy,k_value
0.8601027681087353,2
0.8599370130946461,3
0.8627548483341622,4
0.8642466434609647,5
0.8571191778551301,7
0.8604342781369136,9
0.8650754185314106,11
0.8642466434609647,13
0.8599370130946461,15
0.858942483010111,18
0.8581137079396651,21
0.8576164428973977,24
0.8634178683905188,27
0.8594397480523785,30
