Accuracy,k_value
0.6763005780346821,2
0.6791907514450867,3
0.6647398843930635,4
0.7196531791907514,5
0.6676300578034682,7
0.6676300578034682,9
0.6965317919075145,11
0.6705202312138728,13
0.684971098265896,15
0.708092485549133,18
0.708092485549133,21
0.6878612716763006,24
0.6907514450867052,27
0.6734104046242775,30
