Accuracy,k_value
0.9132947976878613,2
0.9075144508670521,3
0.9075144508670521,4
0.9046242774566474,5
0.9161849710982659,7
0.9046242774566474,9
0.8930635838150289,11
0.8988439306358381,13
0.8641618497109826,15
0.9335260115606936,18
0.8641618497109826,21
0.846820809248555,24
0.8959537572254336,27
0.8988439306358381,30
