label,timestamp,duration,pkg,dram,socket
Gradient_boosting2,1642423407.7446911,387761.764,7444317.0,266051.0,0
Gradient_boosting2,1642423408.133726,382787.316,7518962.0,261047.0,0
Gradient_boosting2,1642423408.5177765,396793.044,7487591.0,288085.0,0
Gradient_boosting2,1642423408.9157789,375612.204,7502239.0,254271.0,0
Gradient_boosting2,1642423409.292602,392623.125,7571697.0,278442.0,0
Gradient_boosting2,1642423409.6864402,380006.556,7493633.0,259643.0,0
Gradient_boosting2,1642423410.0675917,375164.137,7451763.0,253296.0,0
Gradient_boosting2,1642423410.4440691,382669.527,7578106.0,267639.0,0
Gradient_boosting2,1642423410.828003,382464.534,7558696.0,263122.0,0
Gradient_boosting2,1642423411.2116098,383156.027,7586284.0,270080.0,0
Gradient_boosting2,1642423411.5962527,377030.183,7505169.0,256774.0,0
Gradient_boosting2,1642423411.974495,379061.089,7546551.0,260131.0,0
Gradient_boosting2,1642423412.3547595,380191.026,7567974.0,258728.0,0
Gradient_boosting2,1642423412.736146,378500.814,7589946.0,258667.0,0
Gradient_boosting2,1642423413.1158376,376500.397,7481060.0,253723.0,0
Gradient_boosting2,1642423413.4936163,387080.956,7699138.0,270812.0,0
Gradient_boosting2,1642423413.881771,380424.256,7536968.0,258727.0,0
Gradient_boosting2,1642423414.263388,379964.012,7719462.0,258544.0,0
Gradient_boosting2,1642423414.6444576,377120.669,7556316.0,256286.0,0
Gradient_boosting2,1642423415.022697,378786.017,7658000.0,257934.0,0
Gradient_boosting2,1642423415.4025905,377539.484,7692607.0,257568.0,0
Gradient_boosting2,1642423415.7812896,381162.798,7484173.0,259033.0,0
Gradient_boosting2,1642423416.163519,384421.341,7854716.0,262633.0,0
Gradient_boosting2,1642423416.5490906,381250.813,7705058.0,260314.0,0
Gradient_boosting2,1642423416.931431,379698.51,7848552.0,258911.0,0
Gradient_boosting2,1642423417.3123822,379332.233,7764445.0,257324.0,0
Gradient_boosting2,1642423417.692843,380049.547,7769206.0,258788.0,0
Gradient_boosting2,1642423418.0740156,382449.332,7796794.0,260559.0,0
Gradient_boosting2,1642423418.4577043,387879.117,7718059.0,269774.0,0
Gradient_boosting2,1642423418.8466861,384300.422,7646953.0,261962.0,0
Gradient_boosting2,1642423419.2321172,380893.487,7780681.0,259582.0,0
Gradient_boosting2,1642423419.614106,381004.268,7764995.0,258788.0,0
Gradient_boosting2,1642423419.9962268,384932.692,7735759.0,262817.0,0
Gradient_boosting2,1642423420.3822472,379295.885,7629863.0,256958.0,0
Gradient_boosting2,1642423420.762648,381836.606,7730632.0,259337.0,0
Gradient_boosting2,1642423421.1456478,385178.047,7669720.0,263427.0,0
Gradient_boosting2,1642423421.5319185,382024.165,7746989.0,260070.0,0
Gradient_boosting2,1642423421.9150221,380137.89,7544964.0,257080.0,0
Gradient_boosting2,1642423422.2962675,392786.905,7674541.0,275146.0,0
Gradient_boosting2,1642423422.6901622,381621.526,7666179.0,259459.0,0
Gradient_boosting2,1642423423.073011,379087.02,7848124.0,258605.0,0
Gradient_boosting2,1642423423.4533563,377915.705,7742839.0,255797.0,0
Gradient_boosting2,1642423423.8324015,381162.352,7731365.0,261840.0,0
Gradient_boosting2,1642423424.2146823,382011.179,7790325.0,261596.0,0
Gradient_boosting2,1642423424.5980358,378782.251,7928874.0,258789.0,0
Gradient_boosting2,1642423424.9781528,376453.417,7645794.0,253478.0,0
Gradient_boosting2,1642423425.3557413,382264.559,7726726.0,260680.0,0
Gradient_boosting2,1642423425.7391293,378372.797,7855998.0,257751.0,0
Gradient_boosting2,1642423426.1186008,378721.835,7747050.0,257750.0,0
