Accuracy,k_value
0.7666169401624399,2
0.7687717553455992,3
0.7747389358528095,4
0.7724183656555611,5
0.7805403613459307,7
0.7677772252610642,9
0.7719211006132936,11
0.7725841206696502,13
0.7785513011768606,15
0.7659539201060832,18
0.7671142052047074,21
0.7674457152328859,24
0.7758992209514338,27
0.7644621249792807,30
