Accuracy,k_value
0.9132947976878613,2
0.9219653179190751,3
0.9421965317919075,4
0.9393063583815029,5
0.9046242774566474,7
0.7630057803468208,9
0.7832369942196532,11
0.791907514450867,13
0.7976878612716763,15
0.7630057803468208,18
0.7456647398843931,21
0.7976878612716763,24
0.8323699421965318,27
0.8179190751445087,30
