Accuracy,k_value
0.779877341289574,2
0.7730813857119178,3
0.7813691364163766,4
0.7775567710923256,5
0.7734128957400961,7
0.7767279960218797,9
0.7755677109232554,11
0.7712580805569369,13
0.7815348914304657,15
0.7797115862754849,18
0.7778882811205039,21
0.7745731808387204,24
0.7984419028675618,27
0.7760649759655229,30
