Accuracy,k_value
0.8234709099950274,2
0.8314271506713078,3
0.8281120503895243,4
0.8269517652909001,5
0.8226421349245815,7
0.8327531907840212,9
0.8309298856290402,11
0.8271175203049892,13
0.811868059008785,15
0.7933034974307973,18
0.8170064644455495,21
0.7934692524448864,24
0.8188297696005304,27
0.7878335819658545,30
