Accuracy,k_value
0.7767279960218797,2
0.7667826951765291,3
0.7667826951765291,4
0.7787170561909498,5
0.7717553455992043,7
0.778882811205039,9
0.7772252610641472,11
0.7734128957400961,13
0.7772252610641472,15
0.779877341289574,18
0.7727498756837394,21
0.7765622410077905,24
0.7715895905851152,27
0.7762307309796121,30
