Accuracy,k_value
0.8641618497109826,2
0.861271676300578,3
0.8352601156069365,4
0.9132947976878613,5
0.9219653179190751,7
0.7745664739884393,9
0.7109826589595376,11
0.7947976878612717,13
0.7687861271676301,15
0.791907514450867,18
0.7687861271676301,21
0.7543352601156069,24
0.7861271676300579,27
0.8005780346820809,30
