label,timestamp,duration,pkg,dram,socket
logistical_regression2,1642423470.686513,31245.193,680601.0,22644.0,0
logistical_regression2,1642423470.7187283,30702.869,633970.0,21057.0,0
logistical_regression2,1642423470.7503998,32139.09,668577.0,23071.0,0
logistical_regression2,1642423470.7835054,30985.055,655699.0,21790.0,0
logistical_regression2,1642423470.815457,26072.517,551512.0,18188.0,0
logistical_regression2,1642423470.8424897,35736.252,813108.0,26245.0,0
logistical_regression2,1642423470.8792708,32313.649,726682.0,24231.0,0
logistical_regression2,1642423470.9125667,31999.172,646788.0,22155.0,0
logistical_regression2,1642423470.9456635,33092.534,705077.0,22888.0,0
logistical_regression2,1642423470.9797297,26576.258,546629.0,18189.0,0
logistical_regression2,1642423471.0072882,30669.756,659727.0,21363.0,0
logistical_regression2,1642423471.0389175,31331.344,658019.0,21545.0,0
logistical_regression2,1642423471.071247,30599.223,629026.0,21545.0,0
logistical_regression2,1642423471.1028078,32240.458,681272.0,23376.0,0
logistical_regression2,1642423471.1360366,31564.588,672056.0,22889.0,0
logistical_regression2,1642423471.1685565,32259.192,698912.0,23132.0,0
logistical_regression2,1642423471.2018826,29407.787,584960.0,20264.0,0
logistical_regression2,1642423471.2322733,30629.663,658934.0,21851.0,0
logistical_regression2,1642423471.2638516,31255.266,659606.0,21546.0,0
logistical_regression2,1642423471.2960696,30784.483,652220.0,21606.0,0
logistical_regression2,1642423471.3278303,30950.587,661131.0,21484.0,0
logistical_regression2,1642423471.3597405,31940.993,682982.0,23315.0,0
logistical_regression2,1642423471.3927152,31120.571,695371.0,23132.0,0
logistical_regression2,1642423471.4248376,30541.033,634702.0,20996.0,0
logistical_regression2,1642423471.4567504,31407.645,641172.0,21485.0,0
logistical_regression2,1642423471.489417,31139.759,611631.0,22278.0,0
logistical_regression2,1642423471.5216079,30632.811,587462.0,21240.0,0
logistical_regression2,1642423471.553244,27551.47,568236.0,19775.0,0
logistical_regression2,1642423471.5817885,32188.589,679075.0,22155.0,0
logistical_regression2,1642423471.6149712,30164.186,637999.0,20813.0,0
logistical_regression2,1642423471.646136,30991.164,653990.0,21912.0,0
logistical_regression2,1642423471.6781044,29651.916,634642.0,20813.0,0
logistical_regression2,1642423471.7087314,31757.351,656004.0,22461.0,0
logistical_regression2,1642423471.7415335,28981.305,615904.0,20813.0,0
logistical_regression2,1642423471.7715068,30884.073,623900.0,21912.0,0
logistical_regression2,1642423471.803402,31018.094,655944.0,21790.0,0
logistical_regression2,1642423471.8353999,31017.077,659240.0,21606.0,0
logistical_regression2,1642423471.8673866,31379.577,679198.0,22461.0,0
logistical_regression2,1642423471.8997111,31804.917,729856.0,24414.0,0
logistical_regression2,1642423471.9325092,31697.099,647215.0,22461.0,0
logistical_regression2,1642423471.9652476,32408.272,618041.0,23011.0,0
logistical_regression2,1642423471.9986522,31221.363,652953.0,21423.0,0
logistical_regression2,1642423472.030874,28530.401,587340.0,19470.0,0
logistical_regression2,1642423472.0603724,30561.704,625548.0,21423.0,0
logistical_regression2,1642423472.0919218,29138.571,620420.0,20020.0,0
logistical_regression2,1642423472.1220224,31434.1,661924.0,21423.0,0
logistical_regression2,1642423472.1545756,30657.611,657408.0,22217.0,0
logistical_regression2,1642423472.1861875,30569.76,662291.0,21728.0,0
logistical_regression2,1642423472.2177505,29725.587,618346.0,20080.0,0
