label,timestamp,duration,pkg,dram,socket
logistical_regression2,1642423574.331544,28696.308,555052.0,19897.0,0
logistical_regression2,1642423574.3612697,28831.298,707457.0,23499.0,0
logistical_regression2,1642423574.3911083,25167.786,505553.0,18432.0,0
logistical_regression2,1642423574.4173117,25693.19,517638.0,18432.0,0
logistical_regression2,1642423574.4439704,26227.098,510924.0,18371.0,0
logistical_regression2,1642423574.4712029,27514.039,551085.0,19653.0,0
logistical_regression2,1642423574.4996727,27676.429,518309.0,19043.0,0
logistical_regression2,1642423574.5283222,28195.799,576415.0,20446.0,0
logistical_regression2,1642423574.557497,25942.843,533568.0,19653.0,0
logistical_regression2,1642423574.5845947,26223.335,549193.0,18554.0,0
logistical_regression2,1642423574.611864,26511.013,549682.0,18921.0,0
logistical_regression2,1642423574.6393914,26868.827,569884.0,19043.0,0
logistical_regression2,1642423574.6672323,26316.698,570860.0,18981.0,0
logistical_regression2,1642423574.694592,25633.131,502379.0,17578.0,0
logistical_regression2,1642423574.72121,26710.9,573058.0,19043.0,0
logistical_regression2,1642423574.7489307,27509.599,578429.0,20263.0,0
logistical_regression2,1642423574.7774973,29245.291,590147.0,21911.0,0
logistical_regression2,1642423574.8078172,26922.565,571593.0,19043.0,0
logistical_regression2,1642423574.83573,28276.376,586119.0,20020.0,0
logistical_regression2,1642423574.8651052,30469.571,713743.0,23254.0,0
logistical_regression2,1642423574.8968346,26959.959,572203.0,20020.0,0
logistical_regression2,1642423574.9247975,25217.524,530211.0,17639.0,0
logistical_regression2,1642423574.9511118,26348.37,570494.0,19042.0,0
logistical_regression2,1642423574.9784403,26958.805,604308.0,20752.0,0
logistical_regression2,1642423575.0064,29440.696,600523.0,21057.0,0
logistical_regression2,1642423575.0368185,26869.98,568969.0,19043.0,0
logistical_regression2,1642423575.0646963,26441.516,554869.0,18249.0,0
logistical_regression2,1642423575.0921438,26129.403,551085.0,18188.0,0
logistical_regression2,1642423575.11928,26458.539,570128.0,19043.0,0
logistical_regression2,1642423575.1467557,29646.005,621519.0,20691.0,0
logistical_regression2,1642423575.1774673,28003.812,619017.0,22339.0,0
logistical_regression2,1642423575.2066085,27254.069,571166.0,19226.0,0
logistical_regression2,1642423575.2348313,26089.514,550597.0,18371.0,0
logistical_regression2,1642423575.2618713,27419.515,572753.0,18860.0,0
logistical_regression2,1642423575.2902377,25644.881,549742.0,18311.0,0
logistical_regression2,1642423575.3168466,26768.631,569701.0,19043.0,0
logistical_regression2,1642423575.3445685,26373.712,545531.0,18250.0,0
logistical_regression2,1642423575.3718846,27079.921,572996.0,19531.0,0
logistical_regression2,1642423575.4001253,31125.828,707700.0,25268.0,0
logistical_regression2,1642423575.432256,27137.08,560302.0,19348.0,0
logistical_regression2,1642423575.460332,27305.228,570066.0,19654.0,0
logistical_regression2,1642423575.4886158,27814.225,553038.0,19531.0,0
logistical_regression2,1642423575.5173733,27752.467,494994.0,20203.0,0
logistical_regression2,1642423575.546318,28703.976,570738.0,20752.0,0
logistical_regression2,1642423575.5760036,28701.813,604735.0,22339.0,0
logistical_regression2,1642423575.605726,27386.001,531859.0,18982.0,0
logistical_regression2,1642423575.6340795,27101.32,534117.0,18921.0,0
logistical_regression2,1642423575.662304,26345.02,549131.0,19348.0,0
logistical_regression2,1642423575.6896715,26925.88,571471.0,18860.0,0
